Fine name,pdfsize,metadatasize,/Page,xrefLength,titlecharacters,/Encrypt,images,text,PDFHeader,obj,endobj,stream,endstream,xref,trailer,startxref,/ObjStm,/JS,/JavaScript,/AA,/OpenAction,/AcroForm,/JBIG2Decode,/RichMedia,/Launch,/EmbeddedFile,/XFA,/Colors > 2^24,Class
5296,15.0,224.0,0.0,20.0,7.0,0.0,1,No,	%PDF-\x07.3,443,419,2.0,2,1,0.0,1,0.0,3,2,1,2,1,1,1,1,1,1,0.0,Malicious
1259,26.0,246.0,1.0,10.0,7.0,0.0,1,No,	%PDF-1.4,393,393,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
2972,15.0,362.0,8.0,27.0,0.0,0.0,1,Yes,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
834,11.0,438.0,4.0,19.0,8.0,0.0,1,Yes,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
2172,11.0,205.0,1.0,49.0,4.0,0.0,1,No,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
6163,14.0,256.0,2.0,22.0,15.0,0.0,0,unclear,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
2773,15.0,258.0,1.0,10.0,7.0,0.0,1,No,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
5848,12.0,292.0,1.0,16.0,2.0,0.0,0,unclear,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
5836,1.0,180.0,1.0,111714.0,0.0,0.0,1,No,	%PDF-11113,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
9932,14.0,480.0,9.0,29.0,11.0,0.0,1,Yes,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
5372,11.0,256.0,2.0,22.0,15.0,0.0,1,Yes,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
676,3.0,256.0,1.0,16.0,0.0,0.0,1,No,	%PDF-1.2,365,365,1.0,2,2,1.0,1,0.0,2,2,2,1,1,1,1,1,1,1,0.0,Malicious
5392,15.0,320.0,7.0,25.0,20.0,0.0,1,Yes,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
9930,20.0,256.0,2.0,22.0,15.0,0.0,1,Yes,	%PDF-1.3,317,317,1.0,2,1,1.0,1,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
1460,11.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9939,2.0,256.0,1.0,15.0,0.0,0.0,1,No,	%PDF-\x07.3,443,419,2.0,98,2,1.0,2,0.0,3,2,1,2,1,1,1,1,1,1,0.0,Malicious
4446,15.0,256.0,1.0,16.0,0.0,0.0,1,No,	%PDF-1.4,413,413,51.0,184,2,1.0,2,0.0,24,28,1,1,2,1,1,1,1,1,0.0,Malicious
4736,15.0,483.0,6.0,23.0,14.0,0.0,1,Yes,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
7055,16.0,371.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
6223,12.0,378.0,5.0,21.0,13.0,0.0,1,Yes,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
7286,2.0,180.0,0.0,10.0,0.0,0.0,1,No,	%PDF-1.2,365,365,1.0,2,2,1.0,1,0.0,2,2,2,1,1,1,1,1,1,1,0.0,Malicious
4554,17.0,273.0,1.0,10.0,14.0,0.0,1,No,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
1528,16.0,250.0,1.0,16.0,0.0,0.0,0,unclear,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
3010,12.0,180.0,1.0,17.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
2439,15.0,224.0,0.0,20.0,7.0,0.0,1,No,	%PDF-1.3,461,3,5.0,182,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
1137,17.0,250.0,1.0,10.0,9.0,0.0,1,No,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
9970,10.0,258.0,1.0,31.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
6178,3.0,180.0,0.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6696,17.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.5,393,393,1.0,2,2,1.0,2,0.0,2,3,1,3,1,1,1,1,1,1,0.0,Malicious
2660,2.0,180.0,2.0,10.0,0.0,0.0,0,unclear,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
3406,15.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.7,393,419,1.0,2,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
8158,284.0,180.0,2.0,62.0,0.0,0.0,1,Yes,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
2272,2.0,222.0,1.0,15.0,0.0,0.0,1,No,	%PDF-1.3,317,317,1.0,2,1,1.0,1,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
9112,2.0,180.0,0.0,8.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
1212,23.0,180.0,1.0,30.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
2238,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.3,461,461,3.0,141,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
7046,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.3,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,1,1,1,1,1,1,0.0,Malicious
3970,2.0,180.0,0.0,9.0,0.0,0.0,1,No,	%PDF-1.5,443,443,1.0,2,2,1.0,2,0.0,1,1,1,1,2,1,1,1,2,2,0.0,Malicious
361,212.0,180.0,13.0,59.0,0.0,0.0,1,No,	%PDF-1.6,390,390,15.0,56,1,0.0,1,0.0,21,26,1,1,2,1,2,1,1,2,0.0,Malicious
1768,3.0,180.0,0.0,9.0,0.0,0.0,1,No,	%PDF-1.7,460,460,31.0,143,2,1.0,7,0.0,21,26,1,1,2,1,2,1,18,2,0.0,Malicious
3653,3.0,218.0,1.0,12.0,0.0,0.0,1,No,	%PDF-1.7,460,460,31.0,143,2,1.0,7,0.0,21,26,1,1,2,1,2,1,18,2,0.0,Malicious
5739,1083.0,204.0,4.0,61.0,0.0,1.0,1,No,	%PDF-1.4,461,461,2.0,98,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
7902,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,394,394,20.0,99,2,1.0,2,0.0,2,11,2,1,2,1,1,1,1,2,0.0,Malicious
3666,3.0,218.0,1.0,12.0,0.0,0.0,1,No,	%PDF-1.5,443,443,1.0,2,2,1.0,2,0.0,1,1,1,1,2,1,1,1,2,2,0.0,Malicious
2579,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,461,443,1.0,98,2,1.0,2,0.0,2,2,2,2,2,1,1,1,1,2,0.0,Malicious
1552,2.0,180.0,1.0,8.0,0.0,0.0,1,No,	%PDF-1.7,460,460,31.0,143,2,1.0,7,0.0,21,26,1,1,2,1,2,1,18,2,0.0,Malicious
6243,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,443,443,1.0,98,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
7704,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.7,460,460,31.0,143,2,1.0,7,0.0,21,26,1,1,2,1,2,1,18,2,0.0,Malicious
1271,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.5,443,443,1.0,2,2,1.0,2,0.0,1,1,1,1,2,1,1,1,2,2,0.0,Malicious
6305,198.0,180.0,4.0,62.0,0.0,0.0,1,No,	%PDF-1.5,443,443,1.0,2,2,1.0,2,0.0,1,1,1,1,2,1,1,1,2,2,0.0,Malicious
727,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.7,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
3965,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.7,462,460,31.0,143,2,1.0,7,0.0,21,26,1,1,2,1,2,1,18,2,0.0,Malicious
2649,3.0,180.0,0.0,9.0,0.0,0.0,1,No,	%PDF-1.4,397,394,21.0,104,1,1.0,1,0.0,2,11,2,1,2,1,1,1,1,2,0.0,Malicious
9719,3.0,218.0,1.0,12.0,0.0,0.0,1,No,	%PDF-1.7,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
9015,13.0,180.0,3.0,16.0,0.0,0.0,1,No,	%PDF-1.7,422,423,59.0,194,1,0.0,18,16.0,1,1,1,1,1,2,1,1,1,1,0.0,Malicious
2183,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.2,342,342,13.0,36,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
9810,2.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,419,419,1.0,2,1,1.0,1,0.0,1,1,1,1,2,1,1,1,1,2,0.0,Malicious
4510,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.7,443,443,2.0,98,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
6229,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.7,446,446,377.0,156,10,30.0,15,78.0,15,20,2,4,9,1,5,1,7,5,0.0,Malicious
6319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.7,460,460,31.0,143,2,1.0,7,0.0,21,26,1,1,2,1,2,1,18,2,0.0,Malicious
5510,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.5,443,443,1.0,2,2,1.0,2,0.0,1,1,1,1,2,1,1,1,2,2,0.0,Malicious
3333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,	%PDF-1.4,461,461,2.0,98,2,1.0,2,0.0,2,2,1,2,2,1,1,1,1,2,0.0,Malicious
4336,5.0,218.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
5011,75.0,326.0,1.0,16.0,15.0,0.0,0,unclear,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
4478,76.0,351.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1246,4.0,229.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1991,5.0,180.0,1.0,8.0,0.0,0.0,1,No,	%PDF-1.0,419,393,1.0,2,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9797,7.0,239.0,1.0,10.0,8.0,0.0,1,Yes,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
2289,7.0,212.0,1.0,9.0,3.0,0.0,1,No,	%PDF-1.4,443,443,2.0,98,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6214,75.0,256.0,1.0,36.0,0.0,0.0,9,No,	%PDF-1.4,281,281,18.0,81,2,1.0,2,0.0,24,28,1,1,2,1,1,1,1,1,0.0,Malicious
2380,77.0,316.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
5483,9.0,299.0,1.0,10.0,20.0,0.0,1,Yes,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
179,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
5385,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
4444,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.0,419,419,1.0,2,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
7748,5.0,218.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9028,7.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6945,7.0,298.0,1.0,16.0,2.0,0.0,0,unclear,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
656,78.0,378.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.6,318,318,25.0,123,2,1.0,2,0.0,16,23,1,1,2,1,1,1,1,1,0.0,Malicious
5539,9.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
5981,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
5903,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
720,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
2454,4.0,218.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
7665,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
4663,76.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1312,7.0,243.0,1.0,10.0,7.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9128,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
8559,77.0,360.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
4275,37.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
8247,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,281,281,18.0,81,2,1.0,2,0.0,24,28,1,1,2,1,1,1,1,1,0.0,Malicious
9311,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,419,393,1.0,2,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9946,37.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
3338,5.0,180.0,7.0,18.0,0.0,0.0,1,No,	%PDF-1.6,413,413,54.0,186,1,0.0,3,18.0,21,11,1,1,1,1,1,1,1,1,0.0,Malicious
4900,4.0,180.0,1.0,14.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
2347,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,413,413,51.0,184,2,1.0,2,0.0,24,28,1,1,2,1,1,1,1,1,0.0,Malicious
628,4.0,180.0,1.0,111614.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
6281,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
3093,7.0,239.0,1.0,10.0,8.0,0.0,1,Yes,	%PDF-1.0,419,393,1.0,2,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6884,8.0,256.0,2.0,22.0,15.0,0.0,1,Yes,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
1993,5.0,223.0,1.0,15.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9255,7.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
4664,7.0,201.0,1.0,996.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
317,94.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
5285,7.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1414,75.0,256.0,1.0,36.0,0.0,0.0,9,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
5405,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.6,413,413,54.0,186,1,0.0,3,18.0,21,11,1,1,1,1,1,1,1,1,0.0,Malicious
5139,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
7272,5.0,180.0,1.0,16.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6006,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
8826,4.0,180.0,1.0,14.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
3163,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,419,393,1.0,2,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
7785,7.0,239.0,1.0,10.0,8.0,0.0,1,Yes,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
8878,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
1745,6.0,256.0,1.0,16.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6510,43.0,335.0,1.0,17.0,15.0,0.0,2,Yes,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
7115,80.0,275.0,1.0,50.0,3.0,0.0,2,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
4978,9.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.4,281,281,18.0,81,2,1.0,2,0.0,24,28,1,1,2,1,1,1,1,1,0.0,Malicious
4796,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.4,281,281,18.0,81,2,1.0,2,0.0,24,28,1,1,2,1,1,1,1,1,0.0,Malicious
2563,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-11113,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
8019,5.0,180.0,1.0,8.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
8828,7.0,239.0,1.0,10.0,8.0,0.0,1,Yes,	%PDF-1.4,360,360,12.0,26,8,2.0,7,0.0,2,11,1,2,1,1,1,1,1,1,4.0,Malicious
8779,4.0,180.0,1.0,14.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
3108,4.0,180.0,1.0,14.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1363,5.0,218.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
9834,95.0,180.0,1.0,9.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
9762,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
9210,4.0,180.0,1.0,14.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
5291,7.0,349.0,4.0,17.0,17.0,0.0,1,Yes,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
5593,9.0,180.0,31.0,70.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
7130,37.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
8717,37.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
8837,7.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.3,419,419,1.0,2,2,1.0,2,0.0,12,16,1,2,1,1,1,1,1,1,0.0,Malicious
8923,4.0,246.0,1.0,16.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
9391,4.0,250.0,1.0,15.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
3791,8.0,246.0,1.0,19.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
7643,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1398,59.0,371.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
9043,4.0,250.0,1.0,15.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
5376,6.0,250.0,1.0,15.0,0.0,0.0,1,No,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
6437,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
3461,6.0,218.0,1.0,10.0,0.0,0.0,1,No,	%PDF-1.4,461,461,2.0,98,1,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
4537,36.0,248.0,1.0,10.0,7.0,0.0,1,No,	%PDF-1.4,461,461,3.0,141,2,1.0,2,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
1701,76.0,380.0,1.0,16.0,16.0,0.0,0,unclear,	%PDF-1.3,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
8332,8.0,180.0,1.0,10.0,0.0,0.0,1,No,	%PDF-11113,461,461,1.0,2,2,1.0,2,0.0,2,11,1,2,1,1,1,1,1,1,0.0,Malicious
329,8.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,12,16,1,1,1,1,1,1,1,1,0.0,Malicious
2437,8.0,251.0,1.0,10.0,6.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
6851,38.0,180.0,1.0,11.0,0.0,0.0,1,No,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
4437,35.0,350.0,14.0,41.0,16.0,0.0,12,Yes,	%PDF-1.0,461,461,2.0,98,1,1.0,1,0.0,2,11,1,1,1,1,1,1,1,1,0.0,Malicious
